Full Name,First Name,Last Name,Title of Presentation,Appeared,Paper Title,Link To Paper,Experiment Type,No Publications,Corresponding Chapter,Corresponding Chapter.1,Added to Zotero,Worker(s),Checked by RP,Action Needed
Stefano Piasenti,stefano,piasenti,Comparing Three Hybrid Auction-Lottery Mechanisms - Theory and Experiments,No,,,,,,,FALSE,,FALSE,
Steffen Altmann,steffen,altmann,"Anxiety, Betrayal Aversion, and the Growth of Interpersonal Trust",Yes,,,,,,,,,,
Steffen ALTMANN,steffen,altmann,Understanding traveler's dilemma,Yes,,,,,,,,,,
Stella Simons,stella,simons,Taste and Prejudice: An Experiment,No,,,,,,,FALSE,,FALSE,
Stephan Billinger,stephan,billinger,A Comprehensive Comparison of Risk Elicitation Methods,No,,,,,,,FALSE,,FALSE,
Stephan Jagau,stephan,jagau,,No,,,,,,,FALSE,,FALSE,
Stephan Meier,stephan,meier,“Working up a Sweat to Compete - The Role of Stress for Preferences to Compete”,Yes,,,,,,,,,,
Stephan Müller,stephan,müller,"The Good, the Bad, and the Conditional: Sorting and Dynamics in a Public Good Game with Endogenous Group Formation",No,,,,,,,FALSE,,FALSE,
Stephan TONTRUP,stephan,tontrup,"“First Price, Sealed-bid and Simultaneous Multi-round Auctions for OCS Leasing”",No,,,,,,,FALSE,,FALSE,
Stephane Robin,stephane,robin,"""Parents, Teachers, Peers or Social Information: Transmission of Pro-social Behavior""",No,,,,,,,FALSE,,FALSE,
Stephanie Heger,stephanie,heger,Dodging High-Impact Behavior with Motivated Beliefs,No,,,,,,,FALSE,,FALSE,
Stephanie Rosch,stephanie,rosch,Pre-planning and its Effects on Repeated Dishonest Behavior: An Experiment,No,,,,,,,FALSE,,FALSE,
Stephanie Wang,stephanie,wang,Incentives and Information as Driving Forces of Default Effects,Yes,,,,,,,,,,
Stephen Cheung,stephen,cheung,"""Fairness of Wage Cuts""",No,,,,,,,FALSE,,FALSE,
Stephen Knowles,stephen,knowles,"""Exploring the demand for fertility treatments: an incentive-compatible experiment""",No,,,,,,,FALSE,,FALSE,
Stephen Kunath,stephen,kunath,“Responding to Incentives or Playing to Type: Determinants of Contract Selection and Its Consequences”,No,,,,,,,FALSE,,FALSE,
Stephen Leider,stephen,leider,Experiments on Innovation and the Business Cycle,No,,,,,,,FALSE,,FALSE,
Stephen Rosenbaum,stephen,rosenbaum,Examining when Reference Points Lead to Negative Wage Elasticities in Work and Volunteer Tasks,No,,,,,,,FALSE,,FALSE,
Steve Gazzillo,steve,gazzillo,Social Pressure in Low Cooperation Environments,No,,,,,,,FALSE,,FALSE,
Steven Wu,steven,wu,"""An Experimental Analysis of Bubble: Private Information and Trading Behavior""",No,,,,x,,,FALSE,,TRUE,no exp
Subha Mani,subha,mani,Gender Difference and Risk Preference: An Experiment on Dynamic Unstructured Bargaining with Private Information,Yes,,,,,,,,,,
Suha Kim,suha,kim,“Parallel Markets in School Choice”,Yes,,,,,,,,,,
Sum Tak Kim,sum,kim,The Ghost of Institutions Past: An Experiment on Institutional Reform and Tax Compliance,Yes,,,,,,,,,,
SunTak Kim,suntak,kim,"“An Experimental Analysis of Income Targeting,”",Yes,,,,,,,,,,
Suntak Kim,suntak,kim,"""Incentives and design decisions in highly interdependent work groups""",Yes,,,,,,,,,,
Surjasama Lahiri,surjasama,lahiri,"""Workload and Economic Decision-Making- Stress versus Financial Resources""",No,,,,,,,FALSE,,FALSE,
Susan  Tang,susan,tang,Does Social Pressure Always Boost Voter Turnout?,No,,,,,,,FALSE,,FALSE,
Susan Rose,susan,rose,Conflicts Between Affect and Deliberation among Spendthrifts and Tightwads,No,,,,,,,FALSE,,FALSE,
Susan Xu Tang,susan,tang,“Misattribution of Reference Dependence: Evidence from Real-Effort Experiments”,No,,,,,,,FALSE,,FALSE,
Susana Otálvaro Ramírez,susana,ramírez,,No,,,,,,,FALSE,,FALSE,
Susanna Grundmann,susanna,grundmann,"Cooperation, inequality and the strength of social ties: Evidence from randomly assigned real groups",No,,,,,,,FALSE,,FALSE,
Susanne Mayer,susanne,mayer,Follow the leader with a 2-stage decision model,No,,,,,,,FALSE,,FALSE,
Susanne Neckermann,susanne,neckermann,"""Preferences for truth-telling""",Yes,,,,,,,,,,
Suvarna Pande,suvarna,pande,"""Probability Biases in Repeated Prisoner's Dilemma Game""",No,,,,,,,FALSE,,FALSE,
Sven Christens,sven,christens,"""Exploration in Teams and the Encouragement Effect: Theory and Experimental Evidence""",No,,,,,,,FALSE,,FALSE,
Sven Fischer,sven,fischer,"Truth-Telling, Lying, and Guessing: An Experimental Study on Incentivized Information-Reporting Behavior",No,,,,,,,FALSE,,FALSE,
Sven Simon,sven,simon,"""Lying Out of Obligation: Cheap Talk in an Ultimatum Game with Outside Obligations""",No,,,,,,,FALSE,,FALSE,
Svenja Friess,svenja,friess,"""Does the organizational environment help or hinder women in leadership?""",No,,,,,,,FALSE,,FALSE,
Svenja Hippel,svenja,hippel,Stress or failure? An experimental protocol to disting,Yes,,,,,,,,,,
Svetlana Pevnitskaya,svetlana,pevnitskaya,"""Choosing to choose: Choice with a default option""",No,,,,,,,FALSE,,FALSE,
Sveva Vitellozzi,sveva,vitellozzi,Excuse-Driven Present Bias,No,,,,,,,FALSE,,FALSE,
Swagata Bhattacharjee,swagata,bhattacharjee,"Stress, Autonomy, and Incentives",No,,,,,,,FALSE,,FALSE,
Sydnee Caldwell,sydnee,caldwell,"""Proximity and the Formation of Diverse Social Networks: Theory and Evidence""",No,,,,,,,FALSE,,FALSE,
Sylvain Chareyron,sylvain,chareyron,"""The Impact of Non-Events on Trust and Risk-Taking""",Yes,,,,,,,,,,
Syngjoo Choi,syngjoo,choi,,Yes,,,,,,,,,,
Ta-wei Hung,ta-wei,hung,"""Married individuals more likely to comply with protective health measures against COVID19""",No,,,,,,,FALSE,,FALSE,
Tabare Capitan,tabare,capitan,Norms of Cooperation in a Company,No,,,,,,,FALSE,,FALSE,
Tabaré Capitán,tabaré,capitán,"""An Experimental Study on the Inter-temporal Trade-Offs between Saving and Consumption Decisions""",No,,,,,,,FALSE,,FALSE,
Tabea BUCHER-KOENEN,tabea,bucher-koenen,“An Experimental Study of Decentralized Matching”,No,,,,,,,FALSE,,FALSE,
Tahahossein Movahedi,tahahossein,movahedi,Rationally Inattentive and Strategically (Un)Sophisticated: An Experimental Study of Mistakes in Games,No,,,,,,,FALSE,,FALSE,
Tai-Sen He,tai-sen,he,Flexibility and collusion with imperfect monitoring,No,,,,,,,FALSE,,FALSE,
Taisuke Imai,taisuke,imai,"""Dishonesty in a math competition: Some experimental evidence""",Yes,,,,,,,,,,
Takafumi YAMAKAWA,takafumi,yamakawa,Searching for Google’s Value: Using Prediction Markets to Forecast Market Capitalization Prior to a,No,,,,,,,FALSE,,FALSE,
Takahiro Miura,takahiro,miura,Counting Characters: An Adjustable Difficulty Real Effort Task,No,,,,,,,FALSE,,FALSE,
Takao Kusakawa,takao,kusakawa,The Resilience of Cooperative Behaviour and Social Norms: Combining Real-World and Experimental Evidence,No,,,,,,,FALSE,,FALSE,
Takashi Shimizu,takashi,shimizu,Stock Holdings and Money Illusion,No,,,,,,,FALSE,,FALSE,
Takehisa Kumakawa,takehisa,kumakawa,An identification problem: Economists at a wine-Tasting Experiment,No,,,,,,,FALSE,,FALSE,
Takehito Masuda,takehito,masuda,,No,,,,,,,FALSE,,FALSE,
Takeshi Aida,takeshi,aida,Competing Openly or Blindly in Crowdsourcing Contests?,No,,,,,,,FALSE,,FALSE,
Tal Shavit,tal,shavit,Tiered housing allocation with pre-announced rankings: an experimental analysis,No,,,,,,,FALSE,,FALSE,
Tali Regev,tali,regev,"""What Goes Around (Sometimes) Comes Around: Gender Differences in Retaliation""",No,,,,,,,FALSE,,FALSE,
Tamar Kugler,tamar,kugler,,Yes,,,,,,,,,,
Tamara Trafton,tamara,trafton,"“The Effect of Entitlements and Equality on Cooperative Bargaining with Private, Unverifiable",No,,,,,,,FALSE,,FALSE,
Tamas Csermely,tamas,csermely,The Source of Inequality and Preferences for Wealth Redistribution,No,,,,,,,FALSE,,FALSE,
Tamas Olah,tamas,olah,Never settle for average - Examining heterogeneity in information treatment effects on perceptions of intergenerational mobility,No,,,,,,,FALSE,,FALSE,
Tanjim Hossain,tanjim,hossain,"""Learning in the Household""",Yes,,,,,,,,,,
Tanjim HOSSAIN,tanjim,hossain,Granny versus Game Theorist - Ambiguity in Experimental Games,Yes,,,,,,,,,,
Tanushree Jhunjhunwala,tanushree,jhunjhunwala,"“Are sunspots effective in a big crowd? Evidence from a large‐scale bank run experiment,”",No,,,,,,,FALSE,,FALSE,
Tanushree Jhunjuhnwala,tanushree,jhunjuhnwala,Cooperation under the shadow of inequality,No,,,,,,,FALSE,,FALSE,
Tanya Rosenblat,tanya,rosenblat,"""When Less Information is Good Enough: Experiments with Global Stag Hunt Games""",No,,,,,,,FALSE,,FALSE,
Tanya Rosenblatt,tanya,rosenblatt,Behavior and Judgment under Uncertain Prospect: An Age Comparison of Lottery Experiment and Questionnaire Survey,No,,,,,,,FALSE,,FALSE,
Tao Li,tao,li,Behavioral Sources,Yes,,,,,,,,,,
Tao Wang,tao,wang,Do carbon labels cause consumers to reduce their emissions? Evidence from a large scale natural experiment,No,,,,,,,FALSE,,FALSE,
Tao‐yi Wang,tao‐yi,wang,"“Experimental Analysis of Individual Choice Models Accommodating Risk Variations,” ",No,,,,,,,FALSE,,FALSE,
Tara Brown,tara,brown,Is it My Object? How the Holding Time of an Object Affects the Feeling of Regret,No,,,,,,,FALSE,,FALSE,
Tarek-Taher Jaber-Lopez,tarek-taher,jaber-lopez,"""Communication Architectures in Public Goods Games in Network""",No,,,,,,,FALSE,,FALSE,
Tassilo Sobotta,tassilo,sobotta,"""Polarization and Group Cooperation""",No,,,,,,,FALSE,,FALSE,
Tatiana Celadin,tatiana,celadin,A new method for measuring consumer willingness to engage with market tasks,Yes,,,,,,,,,,
Tatiana Kornienko,tatiana,kornienko,,No,,,,,,,FALSE,,FALSE,
Tatiana Orozco Garcia,tatiana,garcia,"""Resisting Evidence Manipulation with Skepticism""",No,,,,,,,FALSE,,FALSE,
Tatsuya Kameda,tatsuya,kameda,Advice and Herding: An Artefactual Field Experiment with Current and Potential Immigrants,No,,,,,,,FALSE,,FALSE,
Tatsuyoshi Saijo,tatsuyoshi,saijo,"Incentives, where next?",No,,,,,,,FALSE,,FALSE,
Te Bao,te,bao,,Yes,,,,,,,,,,
Ted Turocy,ted,turocy,An Experimental Investigation of Primary Choice and Voter Turnout,Yes,,,,,,,,,,
Teodora Boneva,teodora,boneva,Other Regarding Preferences and Risk Taking,No,,,,,,,FALSE,,FALSE,
Terri Kneeland,terri,kneeland,Registering to donate: A laboratory experiment,No,,,,,,,FALSE,,FALSE,
Tesalia Rizzo,tesalia,rizzo,"""Dishonesty in the presence of moral emotions""",No,,,,,,,FALSE,,FALSE,
Thanee Chaiwat,thanee,chaiwat,Money Illusion in an Experimental Labour Market,No,,,,,,,FALSE,,FALSE,
Theo Offerman,theo,offerman,"""The Effect Of Earned Income In The Trust Game: University Students Vs. The Elderly""",No,,,,,,,FALSE,,FALSE,
Theodore Alysandratos,theodore,alysandratos,Using choice experiments to value immovable cultural heritage in Australia,No,,,,,,,FALSE,,FALSE,
Theodore Turocy,theodore,turocy,The asymmetric effect of narratives on prosocial behavior,Yes,,,,,,,,,,
Therese Grijalva,therese,grijalva,"""Behavioral Responses to Epidemics: Theory and Experiment""",No,,,,,,,FALSE,,FALSE,
Thi Anh Dam,thi,dam,"""Invisible Hurdles: Gender and Institutional Bias in the Publication Process in Economics""",No,,,,,,,FALSE,,FALSE,
Thibault Richard,thibault,richard,An experiment on robo-advising,No,,,,,,,FALSE,,FALSE,
Thibaut Arpinon,thibaut,arpinon,Accessibility of Options in Online Decisions: An Experiment on the Acceptance of Cookies,No,,,,,,,FALSE,,FALSE,
Thomas Alexander Stephens,thomas,stephens,"Conditional Cooperation, Beliefs, and Learning",No,,,,,,,FALSE,,FALSE,
Thomas de Haan,thomas,haan,"""Make a Difference - An Experiment on the Effectiveness of Performance Rating Policies""",No,,,,,,,FALSE,,FALSE,
Thomas De Haan,thomas,haan,"""Social distance and delegation: altruism or expected reciprocity?""",No,,,,,,,FALSE,,FALSE,
Thomas Frye,thomas,frye,,No,,,,,,,FALSE,,FALSE,
Thomas Fullagar,thomas,fullagar,,No,,,,,,,FALSE,,FALSE,
Thomas Kane,thomas,kane,"Goals (th)at work - Goals, Monetary Incentives, and Workers' Performance",No,,,,,,,FALSE,,FALSE,
Thomas Karl Alfred Woiczyk,thomas,woiczyk,,No,,,,,,,FALSE,,FALSE,
Thomas Lauer,thomas,lauer,Costly Information Acquisition in Charitable Donations: Experimental Evidence,No,,,,,,,FALSE,,FALSE,
Thomas Mckay,thomas,mckay,"""Reading a single snippet of polarized news impacts people's views on immigration""",No,,,,,,,FALSE,,FALSE,
Thomas NEUMANN,thomas,neumann,The endowment effect on inheritance: Evidence from experiments using alternative forms of compensation,No,,,,,,,FALSE,,FALSE,
Thomas Palfrey,thomas,palfrey,Contract Formation and Dissolution,No,,,,,,,FALSE,,FALSE,
Thomas Pitz,thomas,pitz,Do impure public goods foster or discourage pro-social behaviors? Evidence from a laboratory experiment,No,,,,,,,FALSE,,FALSE,
Thomas Rietz,thomas,rietz,"""Behavioral Nudges to Curb OTC Sales of Antibiotics: A RCT study in Ethiopia""",No,,,,,,,FALSE,,FALSE,
Thomas Rittmannsberger,thomas,rittmannsberger,"""Discrimination in peacebuilding. The role of moral wiggle room.""",No,,,,,,,FALSE,,FALSE,
Thomas Ritttmannsberger,thomas,ritttmannsberger,"""Signaling pro-social behavior with pro-environmentalism""",No,,,,,,,FALSE,,FALSE,
Thomas Stephens,thomas,stephens,An Experimental Analysis of Asymmetric Power in Conflict Bargaining,No,,,,,,,FALSE,,FALSE,
Thomas Stoeckl,thomas,stoeckl,"""Experimental Insights on Anti-Social Behavior: A Meta-Analysis""",No,,,,,,,FALSE,,FALSE,
Thorsten Chmura,thorsten,chmura,Looming Large or Seeming Small? Attitudes Towards Losses in a Representative Sample,No,,,,,,,FALSE,,FALSE,
Tianyi Li,tianyi,li,,Yes,,,,,,,,,,
Tibor Besedes,tibor,besedes,Paying More to Top Up: An Online Field Experiment on Price Dispersion,No,,,,,,,FALSE,,FALSE,
Tibor Neugebauer,tibor,neugebauer,Preferences for Non-Interference in Pay,No,,,,,,,FALSE,,FALSE,
Tibor NEUGEBAUER,tibor,neugebauer,“Time Consistency and Stationarity: an Experimental Study”,No,,,,,,,FALSE,,FALSE,
Tibor Neugebaurer,tibor,neugebaurer,History versus expectations in economic geography: An experimental analysis,No,,,,,,,FALSE,,FALSE,
Tiffany Tsz Kwan TSE,tiffany,tse,,No,,,,,,,FALSE,,FALSE,
Till Weber,till,weber,Entry Barriers and Transparency in Markets for Experience Goods: Experimental Evidence,No,,,,,,,FALSE,,FALSE,
Tilman Fries,tilman,fries,"""On Redistribution Choices: Altruism, Incentives, and Beliefs""",Yes,,,,,,,,,,
Tim Capon,tim,capon,Bidder Behavior in Multiple- Good Sealed Bid Auctions,No,,,,,,,FALSE,,FALSE,
Tim Cason,tim,cason,"""Discounting in finite-time bargaining experiments""",No,,,,,,,FALSE,,FALSE,
Tim Davies,tim,davies,Experiments on the Effect of Ambiguous Information on the Inter-temporal Decision Making of Investors,No,,,,,,,FALSE,,FALSE,
Tim HOPPE,tim,hoppe,Why do Brazillian Investors Allocate so Little of their investments to Stocks? An Experimental Study of the investment allocation behavior of the Brazillian Investor.,No,,,,,,,FALSE,,FALSE,
Tim Lohse,tim,lohse,Cooperation under Endogenous Institutions: Direct Democracy vs Representative Democracy,No,,,,,,,FALSE,,FALSE,
Tim Salmon,tim,salmon,"""The Danger of Negative Incentives in a Principal-Agent Model""",No,,,,,,,FALSE,,FALSE,
Timm Opitz,timm,opitz,Wage proposals soften firm monopsony power: An experimental study,No,,,,,,,FALSE,,FALSE,
Timo Freyer,timo,freyer,"""Anchoring Effects on Charitable Donation: A Field study.""",No,,,,,,,FALSE,,FALSE,
Timo Goeschl,timo,goeschl,"""Living and perceiving a crisis: how the pandemic influenced Americans' preferences and beliefs""",No,,,,,,,FALSE,,FALSE,
Timo Promann,timo,promann,"""Gender differences in honesty across the globe""",No,,,,,,,FALSE,,FALSE,
Timothy Cason,timothy,cason,Daily food consumption of low income-women: The global impact of a nutritional price policy,No,,,,,,,FALSE,,FALSE,
Timothy Dang,timothy,dang,Rational Preference Reversal,No,,,,,,,FALSE,,FALSE,
Timothy Flannery,timothy,flannery,“The Infinitely Repeated Volunteer's Dilemma: An Experimental Study”,No,,,,,,,FALSE,,FALSE,
Timothy MacNeill,timothy,macneill,"Improving Educational Outcomes Through Goal Setting, Incentives, and Self-Help Groups: Experimental Evidence from Medellin, Colombia",No,,,,,,,FALSE,,FALSE,
Timothy Salmon,timothy,salmon,Altruism and Reciprocity of Buddhist Monks: Evidence from Behavioral Games in Southern India,No,,,,,,,FALSE,,FALSE,
Timothy Shields,timothy,shields,,No,,,,,,,FALSE,,FALSE,
Ting Jiang,ting,jiang,Prominence and Leadership in a Minimum Effort Game,No,,,,,,,FALSE,,FALSE,
Tingting Ding,tingting,ding,Self-serving recall is not a sufficient cause of optimism: An experiment,No,,,,,,,FALSE,,FALSE,
Tingting Fu,tingting,fu,Signaling Motives in Lying Games,No,,,,,,,FALSE,,FALSE,
Tingyan Jia,tingyan,jia,,No,,,,,,,FALSE,,FALSE,
Tirnud Paichayontvijit,tirnud,paichayontvijit,An experimental study of incentive reversal,No,,,,,,,FALSE,,FALSE,
Tiziana Medda,tiziana,medda,"“Public Good Bargaining under Mandatory and Discretionary Rules: Experimental Evidence,”",No,,,,,,,FALSE,,FALSE,
Tobias Aufenanger,tobias,aufenanger,An experimental comparison of two market institutions,No,,,,,,,FALSE,,FALSE,
Tobias Brevik,tobias,brevik,Distributional Preferences and Conditional Cooperation in Prisoner's Dilemmas,No,,,,,,,FALSE,,FALSE,
Tobias Cagala,tobias,cagala,"""Did the Ice Bucket Challenge Drain the Philanthropic Reservoir?: An Investigation Using A Real-Donation Lab Experiment""",No,,,,,,,FALSE,,FALSE,
Tobias DAHLSTROM,tobias,dahlstrom,Risk Aversion in High School Students: Games and Surveys,No,,,,,,,FALSE,,FALSE,
Tobin Hanspal,tobin,hanspal,Attention-based Utility,No,,,,x,,,FALSE,,TRUE,no exp
Todd Cherry,todd,cherry,“Participation”,Yes,,,,,,,,,,
Tomas Tichy,tomas,tichy,,No,,,,x,,,FALSE,,TRUE,no exp
Tongzhe Li,tongzhe,li,"""Learning to Believe in Simple Equilibria in a Complex OLG Economy - evidence from the lab""",Yes,,,,,,,,,,
Tony Hua,tony,hua,,No,,,,x,,,FALSE,,TRUE,
Trang Vu,trang,vu,,No,,,,x,,,FALSE,,TRUE,no exp
TSAI Mei-Hua,tsai,mei-hua,The Moral Responsibility behind a Lie,No,,,,x,,,FALSE,,TRUE,
Tsuyoshi Hatori,tsuyoshi,hatori,How individual preferences get aggregated in groups - An experimental study,No,,,,x,,,FALSE,,TRUE,
Ulrich Glogowsky,ulrich,glogowsky,The Price of Warm Glow,Yes,,,,,,,,,,
Uri Gneezy,uri,gneezy,,Yes,,,,,,,,,,
Uri Simonsohn,uri,simonsohn,An Experimental Study of Auctions with a Buy Price Under Private and Common Values,Yes,,,,,,,,,,
Valentin Wagner,valentin,wagner,Reducing Mispricing in Bubble-prone Experimental Asset Markets,Yes,,,,,,,,,,
Valerien O. Pede,valerien,pede,Deciding for Others Reduces Loss Aversion,No,,,,x,,,FALSE,,TRUE,
Vanisha Sharma,vanisha,sharma,,No,,,,x,,,FALSE,,TRUE,
Vernon Smith,vernon,smith,“Gender Choice of Task and the Effect of Feedback on Competition: An Experiment”,Yes,,,,,,,,,,
Vincent MAK,vincent,mak,Does Less Complex Accounting Improve Price Efficiency in Conditions that Encourage Price Bubbles,Yes,,,,,,,,,,
Vincenzo Prete,vincenzo,prete,Fake News in Social Networks: Theory and Experiment,No,,,,x,,,FALSE,,TRUE,no exp
Vinicius Ferraz,vinicius,ferraz,Breaking bad: Malfunctioning institutions erode good behavior,No,,,,x,,,FALSE,,TRUE,no exp
Vivian Zheng,vivian,zheng,,No,,,,x,,,FALSE,,TRUE,no exp
Vlastimil Rasocha,vlastimil,rasocha,,No,,,,x,,,FALSE,,TRUE,Not an experimental paper but this paper might be good anyhow for chapter 22
