,Full Name,First Name,Last Name,Title of Presentation,Appeared,Paper Title,Link To Paper,Experiment Type,No Publications,Corresponding Chapter,Corresponding Chapter.1,Added to Zotero,Worker(s),Checked by RP,Action Needed
1599,Sarojini Hirshleifer,sarojini,hirshleifer,"“Lead, Follow, or Get Out of the way: An Experimental Study on Competition and Risk Preferences”",Yes,,,,,,,,,,
1600,Sarunyu Jitsophon,sarunyu,jitsophon,Social norms about bribe-giving and bribe-taking in India,No,,,,x,,,False,,True,
1601,Satarupa Mitra,satarupa,mitra,,No,,,,x,,,False,,True,
1602,Scott Martin,scott,martin,Total Factor Productivity Growth in the Indian Banking Sector– Innovation vs. Catch-up Effects,Yes,,,,,,,,,,
1603,Sebastian Cortes-Corrales,sebastian,cortes-corrales,“The Endogenous Formation of Common Pool Resource Coalitions”,No,,,,x,,,False,,True,
1604,Sebastian Kube,sebastian,kube,The relevance of structure and polarization in three -player legislative bargaining theory and experiments,Yes,,,,,,,,,,
1605,Sebastian KUBE,sebastian,kube,Decision Making without Probabilities,Yes,,,,,,,,,,
1606,Sebastian O. Schneider,sebastian,schneider,Playing with beliefs: why strategy is not independent of beliefs about the state of the world,Yes,,,,,,,,,,
1607,Sebastian Schneider,sebastian,schneider,"""Optimizing Donation Campaign Goal Setting: A Study of Multi Threshold Public Goods Games""",Yes,,,,,,,,,,
1608,Seda Ertac,seda,ertac,Social decisions under risk. Evidence from the probabilistic dictator game,Yes,,,,,,,,,,
1609,Sefa Erkus,sefa,erkus,"""Cross Country Studies""",No,,,,x,,,False,,True,no exp
1610,Seiyoun Kim,seiyoun,kim,"""Self-Image in Search""",Yes,,,,,,,,,,
1611,Selin Arslanoglu,selin,arslanoglu,Causal identification with many experimental treatments,No,,,,x,,,False,,True,
1612,Sendhil Mullainathan,sendhil,mullainathan,Departure Time in Y-shaped Networks with Multiple Bottlenecks: Experimental Study of Negative Externalities,Yes,,,,,,,,,,
1613,Senran Lin,senran,lin,"""Incentive matters in risk preference elicitation: Evidence from a lab-in-the-field experimen""",No,,,,x,,,False,,True,no exp
1614,Sergio Alessandro Castagnetti,sergio,castagnetti,Alliance and Conflict: A Network Formation Experiment,No,,,,x,,,False,,True,
1615,Seung Ginny Choi,seung,choi,Hotelling in Continuous Time and Action Spaces,Yes,,,,,,,,,,
1616,Shahin Baghirov,shahin,baghirov,Last Word Not Yet Spoken: Last Place and Rank Reversal Aversion,No,,,,x,,,False,,True,
1617,Shanshan Huang,shanshan,huang,Shifting Level 0 in Modified Beauty Contest Games,No,,,,x,,,False,,True,no exp
1618,Shaoshuang Yang,shaoshuang,yang,"""Health Recommendations and Selection in Health Behaviors""",No,,,,x,,,False,,True,no exp
1619,Sherry Forbes,sherry,forbes,Legitimacy and Enforcement: An Experimental Investigation,No,,,,x,,,False,,True,
1620,Sherry Li,sherry,li,,Yes,,,,,,,,,,
1621,Sherry Xin Li,sherry,li,The better is the enemy of the good,Yes,,,,,,,,,,
1622,Shiang-Hung Hu,shiang-hung,hu,,No,,,,x,,,False,,True,
1623,Shinsuke Tanaka,shinsuke,tanaka,"Identifying Gender Bias in Parental 'Attitude"" An Experimental Approach",No,,,,x,,,False,,True,no exp
1624,Shirley Wang,shirley,wang,"""Tackling Misperceptions about Immigrants with Fact‐checking Interventions: A Randomized Survey Experiment""",Yes,,,,,,,,,,
1625,Shirley Xianghong Wang,shirley,wang,Contingent weighting of Time in intertemporal decisions under uncertainty,Yes,,,,,,,,,,
1626,Shou Yang,shou,yang,I (Don't) Want to Know: An Experimental Investigation of Preferences Over the Resolution of Uncertainty,No,,,,x,,,False,,True,no exp
1627,Shuang Wang,shuang,wang,How to Maximize the Value of Co-branding Alliances- the Perspective of Consumer Evaluations,Yes,,,,,,,,,,
1628,Shun Fujimaki,shun,fujimaki,Do contests bring out the worst in us or the worst among us?,No,,,,x,,,False,,True,no exp
1629,Shuo Yang,shuo,yang,“A Choice Experiment on Taxes: Are Income and Consumption Taxes Equivalent?”,No,,,,x,,,False,,True,Could be same person as line 2362 or not but could not find any papers either way
1630,Shuwen Li,shuwen,li,"""Encouraging Engagement in Classroom Learning: A Field Experiment""",Yes,,,,,,,,,,
1631,Sidharth Keesara,sidharth,keesara,The Subject Pool Bias in Economic Experiments,No,,,,x,,,False,,True,No exp
1632,Sigrid Suetens,sigrid,suetens,"""Heterogeneity of Gain-Loss Attitudes and Expectations-Based Reference Points""",Yes,,,,,,,,,,
1633,Simeon Schudy,simeon,schudy,"""Social Preferences and Rating Biases in Subjective Performance Evaluations""",Yes,,,,,,,,,,
1634,Sipu Li,sipu,li,“The Impact of Exposure to Armed Conflict on Risk and Ambiguity Attitudes”,Yes,,,,,,,,,,
1635,Siqian Zhu,siqian,zhu,"""Just Run A Sweepstake Designing Legal Incentive For Prediction Markets To Counter Manipulation""",No,,,,x,,,False,,True,
1636,Siri Isaksson,siri,isaksson,"""Ruled by robots: Preference for algorithmic decision makers and perceptions of their choices""",Yes,,,,,,,,,,
1637,Sirui Liu,sirui,liu,,No,,,,x,,,False,,True,
1638,Sixuan Chen,sixuan,chen,"""Risk taking with unethical money: An experimental study""",No,,,,x,,,False,,True,
1639,Siyu Wang,siyu,wang,This time is different: On similarity and risk taking after experienced gains and losses,Yes,,,,,,,,,,
1640,Snigdha Das,snigdha,das,,No,,,,x,,,False,,True,
1641,Somesh Kumar MATHUR,somesh,mathur,Voting on Giving,No,,,,x,,,False,,True,
1642,Sonal Barve,sonal,barve,Procedural Fairness and Externalities under Uncertainty,No,,,,x,,,False,,True,
1643,Song Wang,song,wang,,Yes,,,,,,,,,,
1644,Sonia Bhalotra,sonia,bhalotra,Panel,Yes,,,,,,,,,,
1645,Sophie Zeng,sophie,zeng,"Next Generation Social Science Games on Web, Tablets, and Smartphones",No,,,,x,,,False,,True,
1646,Stanton Hudja,stanton,hudja,"""A Theoretical and Experimental Investigation into the Welfare Consequences of Late Payments""",Yes,,,,,,,,,,
1647,Stefan Altmann,stefan,altmann,Understanding Measurement Error in Agriculture: A field experiment,Yes,,,,,,,,,,
1648,Stefan Seifert,stefan,seifert,“Preemptive Bidding in Takeover Auctions: An Experimental Study”,No,,,,x,,,False,,True,no exp
1649,Stefania Bortolotti,stefania,bortolotti,"""Anti-social norms""",No,,,,,,,False,,True,For Veronica Rattini the paper I put is co-authored with Stefania Bortolotti so no need for other paper (did this in light of the fact JL wanted to try and shorten the list of papers we add)
1650,Stefanie GAPP,stefanie,gapp,“Moral Framing and Contributions to Public Goods”,No,,,,x,,,False,,True,no exp
1651,Stefanie J. Huber,stefanie,huber,"""Asymmetric Reciprocity""",No,,,,,,,False,,False,
1652,Stefanie Jaussi,stefanie,jaussi,"""Irrational Statistical Discrimination""",No,,,,,,,False,,False,
1653,Stefanija Veljanoska,stefanija,veljanoska,Lying in repeated game,No,,,,,,,False,,False,
1654,Stefano Balietti,stefano,balietti,Opportunity cost neglect in negotiations,No,,,,,,,False,,False,
1655,Stefano Papa,stefano,papa,“Misattribution and Uncertainty about Beliefs Prevent Learning”,No,,,,,,,False,,False,
1656,Stefano Piasenti,stefano,piasenti,Comparing Three Hybrid Auction-Lottery Mechanisms - Theory and Experiments,No,,,,,,,False,,False,
1657,Steffen Altmann,steffen,altmann,"Anxiety, Betrayal Aversion, and the Growth of Interpersonal Trust",Yes,,,,,,,,,,
1658,Steffen ALTMANN,steffen,altmann,Understanding traveler's dilemma,Yes,,,,,,,,,,
1659,Stella Simons,stella,simons,Taste and Prejudice: An Experiment,No,,,,,,,False,,False,
1660,Stephan Billinger,stephan,billinger,A Comprehensive Comparison of Risk Elicitation Methods,No,,,,,,,False,,False,
1661,Stephan Jagau,stephan,jagau,,No,,,,,,,False,,False,
1662,Stephan Meier,stephan,meier,“Working up a Sweat to Compete - The Role of Stress for Preferences to Compete”,Yes,,,,,,,,,,
1663,Stephan Müller,stephan,müller,"The Good, the Bad, and the Conditional: Sorting and Dynamics in a Public Good Game with Endogenous Group Formation",No,,,,,,,False,,False,
1664,Stephan TONTRUP,stephan,tontrup,"“First Price, Sealed-bid and Simultaneous Multi-round Auctions for OCS Leasing”",No,,,,,,,False,,False,
1665,Stephane Robin,stephane,robin,"""Parents, Teachers, Peers or Social Information: Transmission of Pro-social Behavior""",No,,,,,,,False,,False,
1666,Stephanie Heger,stephanie,heger,Dodging High-Impact Behavior with Motivated Beliefs,No,,,,,,,False,,False,
1667,Stephanie Rosch,stephanie,rosch,Pre-planning and its Effects on Repeated Dishonest Behavior: An Experiment,No,,,,,,,False,,False,
1668,Stephanie Wang,stephanie,wang,Incentives and Information as Driving Forces of Default Effects,Yes,,,,,,,,,,
1669,Stephen Cheung,stephen,cheung,"""Fairness of Wage Cuts""",No,,,,,,,False,,False,
1670,Stephen Knowles,stephen,knowles,"""Exploring the demand for fertility treatments: an incentive-compatible experiment""",No,,,,,,,False,,False,
1671,Stephen Kunath,stephen,kunath,“Responding to Incentives or Playing to Type: Determinants of Contract Selection and Its Consequences”,No,,,,,,,False,,False,
1672,Stephen Leider,stephen,leider,Experiments on Innovation and the Business Cycle,No,,,,,,,False,,False,
1673,Stephen Rosenbaum,stephen,rosenbaum,Examining when Reference Points Lead to Negative Wage Elasticities in Work and Volunteer Tasks,No,,,,,,,False,,False,
1674,Steve Gazzillo,steve,gazzillo,Social Pressure in Low Cooperation Environments,No,,,,,,,False,,False,
1675,Steven Wu,steven,wu,"""An Experimental Analysis of Bubble: Private Information and Trading Behavior""",No,,,,x,,,False,,True,no exp
1676,Subha Mani,subha,mani,Gender Difference and Risk Preference: An Experiment on Dynamic Unstructured Bargaining with Private Information,Yes,,,,,,,,,,
1677,Suha Kim,suha,kim,“Parallel Markets in School Choice”,Yes,,,,,,,,,,
1678,Sum Tak Kim,sum,kim,The Ghost of Institutions Past: An Experiment on Institutional Reform and Tax Compliance,Yes,,,,,,,,,,
1679,SunTak Kim,suntak,kim,"“An Experimental Analysis of Income Targeting,”",Yes,,,,,,,,,,
1680,Suntak Kim,suntak,kim,"""Incentives and design decisions in highly interdependent work groups""",Yes,,,,,,,,,,
1681,Surjasama Lahiri,surjasama,lahiri,"""Workload and Economic Decision-Making- Stress versus Financial Resources""",No,,,,,,,False,,False,
1682,Susan  Tang,susan,tang,Does Social Pressure Always Boost Voter Turnout?,No,,,,,,,False,,False,
1683,Susan Rose,susan,rose,Conflicts Between Affect and Deliberation among Spendthrifts and Tightwads,No,,,,,,,False,,False,
1684,Susan Xu Tang,susan,tang,“Misattribution of Reference Dependence: Evidence from Real-Effort Experiments”,No,,,,,,,False,,False,
1685,Susana Otálvaro Ramírez,susana,ramírez,,No,,,,,,,False,,False,
1686,Susanna Grundmann,susanna,grundmann,"Cooperation, inequality and the strength of social ties: Evidence from randomly assigned real groups",No,,,,,,,False,,False,
1687,Susanne Mayer,susanne,mayer,Follow the leader with a 2-stage decision model,No,,,,,,,False,,False,
1688,Susanne Neckermann,susanne,neckermann,"""Preferences for truth-telling""",Yes,,,,,,,,,,
1689,Suvarna Pande,suvarna,pande,"""Probability Biases in Repeated Prisoner's Dilemma Game""",No,,,,,,,False,,False,
1690,Sven Christens,sven,christens,"""Exploration in Teams and the Encouragement Effect: Theory and Experimental Evidence""",No,,,,,,,False,,False,
1691,Sven Fischer,sven,fischer,"Truth-Telling, Lying, and Guessing: An Experimental Study on Incentivized Information-Reporting Behavior",No,,,,,,,False,,False,
1692,Sven Simon,sven,simon,"""Lying Out of Obligation: Cheap Talk in an Ultimatum Game with Outside Obligations""",No,,,,,,,False,,False,
1693,Svenja Friess,svenja,friess,"""Does the organizational environment help or hinder women in leadership?""",No,,,,,,,False,,False,
1694,Svenja Hippel,svenja,hippel,Stress or failure? An experimental protocol to disting,Yes,,,,,,,,,,
1695,Svetlana Pevnitskaya,svetlana,pevnitskaya,"""Choosing to choose: Choice with a default option""",No,,,,,,,False,,False,
1696,Sveva Vitellozzi,sveva,vitellozzi,Excuse-Driven Present Bias,No,,,,,,,False,,False,
1697,Swagata Bhattacharjee,swagata,bhattacharjee,"Stress, Autonomy, and Incentives",No,,,,,,,False,,False,
1698,Sydnee Caldwell,sydnee,caldwell,"""Proximity and the Formation of Diverse Social Networks: Theory and Evidence""",No,,,,,,,False,,False,
1699,Sylvain Chareyron,sylvain,chareyron,"""The Impact of Non-Events on Trust and Risk-Taking""",Yes,,,,,,,,,,
1700,Syngjoo Choi,syngjoo,choi,,Yes,,,,,,,,,,
1701,Ta-wei Hung,ta-wei,hung,"""Married individuals more likely to comply with protective health measures against COVID19""",No,,,,,,,False,,False,
1702,Tabare Capitan,tabare,capitan,Norms of Cooperation in a Company,No,,,,,,,False,,False,
1703,Tabaré Capitán,tabaré,capitán,"""An Experimental Study on the Inter-temporal Trade-Offs between Saving and Consumption Decisions""",No,,,,,,,False,,False,
1704,Tabea BUCHER-KOENEN,tabea,bucher-koenen,“An Experimental Study of Decentralized Matching”,No,,,,,,,False,,False,
1705,Tahahossein Movahedi,tahahossein,movahedi,Rationally Inattentive and Strategically (Un)Sophisticated: An Experimental Study of Mistakes in Games,No,,,,,,,False,,False,
1706,Tai-Sen He,tai-sen,he,Flexibility and collusion with imperfect monitoring,No,,,,,,,False,,False,
1707,Taisuke Imai,taisuke,imai,"""Dishonesty in a math competition: Some experimental evidence""",Yes,,,,,,,,,,
1708,Takafumi YAMAKAWA,takafumi,yamakawa,Searching for Google’s Value: Using Prediction Markets to Forecast Market Capitalization Prior to a,No,,,,,,,False,,False,
1709,Takahiro Miura,takahiro,miura,Counting Characters: An Adjustable Difficulty Real Effort Task,No,,,,,,,False,,False,
1710,Takao Kusakawa,takao,kusakawa,The Resilience of Cooperative Behaviour and Social Norms: Combining Real-World and Experimental Evidence,No,,,,,,,False,,False,
1711,Takashi Shimizu,takashi,shimizu,Stock Holdings and Money Illusion,No,,,,,,,False,,False,
1712,Takehisa Kumakawa,takehisa,kumakawa,An identification problem: Economists at a wine-Tasting Experiment,No,,,,,,,False,,False,
1713,Takehito Masuda,takehito,masuda,,No,,,,,,,False,,False,
1714,Takeshi Aida,takeshi,aida,Competing Openly or Blindly in Crowdsourcing Contests?,No,,,,,,,False,,False,
1715,Tal Shavit,tal,shavit,Tiered housing allocation with pre-announced rankings: an experimental analysis,No,,,,,,,False,,False,
1716,Tali Regev,tali,regev,"""What Goes Around (Sometimes) Comes Around: Gender Differences in Retaliation""",No,,,,,,,False,,False,
1717,Tamar Kugler,tamar,kugler,,Yes,,,,,,,,,,
1718,Tamara Trafton,tamara,trafton,"“The Effect of Entitlements and Equality on Cooperative Bargaining with Private, Unverifiable",No,,,,,,,False,,False,
1719,Tamas Csermely,tamas,csermely,The Source of Inequality and Preferences for Wealth Redistribution,No,,,,,,,False,,False,
1720,Tamas Olah,tamas,olah,Never settle for average - Examining heterogeneity in information treatment effects on perceptions of intergenerational mobility,No,,,,,,,False,,False,
1721,Tanjim Hossain,tanjim,hossain,"""Learning in the Household""",Yes,,,,,,,,,,
1722,Tanjim HOSSAIN,tanjim,hossain,Granny versus Game Theorist - Ambiguity in Experimental Games,Yes,,,,,,,,,,
1723,Tanushree Jhunjhunwala,tanushree,jhunjhunwala,"“Are sunspots effective in a big crowd? Evidence from a large‐scale bank run experiment,”",No,,,,,,,False,,False,
1724,Tanushree Jhunjuhnwala,tanushree,jhunjuhnwala,Cooperation under the shadow of inequality,No,,,,,,,False,,False,
1725,Tanya Rosenblat,tanya,rosenblat,"""When Less Information is Good Enough: Experiments with Global Stag Hunt Games""",No,,,,,,,False,,False,
1726,Tanya Rosenblatt,tanya,rosenblatt,Behavior and Judgment under Uncertain Prospect: An Age Comparison of Lottery Experiment and Questionnaire Survey,No,,,,,,,False,,False,
1727,Tao Li,tao,li,Behavioral Sources,Yes,,,,,,,,,,
1728,Tao Wang,tao,wang,Do carbon labels cause consumers to reduce their emissions? Evidence from a large scale natural experiment,No,,,,,,,False,,False,
1729,Tao‐yi Wang,tao‐yi,wang,"“Experimental Analysis of Individual Choice Models Accommodating Risk Variations,” ",No,,,,,,,False,,False,
1730,Tara Brown,tara,brown,Is it My Object? How the Holding Time of an Object Affects the Feeling of Regret,No,,,,,,,False,,False,
1731,Tarek-Taher Jaber-Lopez,tarek-taher,jaber-lopez,"""Communication Architectures in Public Goods Games in Network""",No,,,,,,,False,,False,
1732,Tassilo Sobotta,tassilo,sobotta,"""Polarization and Group Cooperation""",No,,,,,,,False,,False,
1733,Tatiana Celadin,tatiana,celadin,A new method for measuring consumer willingness to engage with market tasks,Yes,,,,,,,,,,
1734,Tatiana Kornienko,tatiana,kornienko,,No,,,,,,,False,,False,
1735,Tatiana Orozco Garcia,tatiana,garcia,"""Resisting Evidence Manipulation with Skepticism""",No,,,,,,,False,,False,
1736,Tatsuya Kameda,tatsuya,kameda,Advice and Herding: An Artefactual Field Experiment with Current and Potential Immigrants,No,,,,,,,False,,False,
1737,Tatsuyoshi Saijo,tatsuyoshi,saijo,"Incentives, where next?",No,,,,,,,False,,False,
